Rk,Player,PlayerID,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK,G+A-PK,xG,npxG,xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA,Season
1,Patrick van Aanholt,Patrick-van-Aanholt,NED,DF,Crystal Palace,28,1990,29,29,2507,3,2,1,1,0,0,0.11,0.07,0.18,0.07,0.14,2.4,1.6,3.2,0.08,0.11,0.2,0.06,0.17,2019/2020
2,Max Aarons,Max-Aarons,ENG,DF,Norwich City,19,2000,36,36,3240,0,1,0,0,7,0,0,0.03,0.03,0,0.03,0.5,0.5,3.4,0.01,0.09,0.11,0.01,0.11,2019/2020
3,Tammy Abraham,Tammy-Abraham,ENG,FW,Chelsea,21,1997,34,25,2215,15,3,0,0,2,0,0.61,0.12,0.73,0.61,0.73,14.1,14.1,2.5,0.57,0.1,0.67,0.57,0.67,2019/2020
4,Che Adams,Che-Adams,ENG,FW,Southampton,23,1996,30,12,1111,4,2,0,0,0,0,0.32,0.16,0.49,0.32,0.49,4,4,1.2,0.32,0.1,0.42,0.32,0.42,2019/2020
5,Adrián,Adrian,ESP,GK,Liverpool,32,1987,11,9,875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
6,Sergio Agüero,Sergio-Aguero,ARG,FW,Manchester City,31,1988,24,18,1452,16,3,2,3,1,0,0.99,0.19,1.18,0.87,1.05,14,11.8,2.4,0.87,0.15,1.02,0.73,0.88,2019/2020
7,Albian Ajeti,Albian-Ajeti,SUI,MFFW,West Ham,22,1997,9,0,139,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.07,0.03,0.11,0.07,0.11,2019/2020
8,Nathan Aké,Nathan-Ake,NED,DF,Bournemouth,24,1995,29,29,2503,2,2,0,0,2,0,0.07,0.07,0.14,0.07,0.14,2.4,2.4,0.6,0.09,0.02,0.11,0.09,0.11,2019/2020
9,Marc Albrighton,Marc-Albrighton,ENG,MFDF,Leicester City,29,1989,20,9,867,0,3,0,0,2,0,0,0.31,0.31,0,0.31,0.6,0.6,2,0.06,0.2,0.27,0.06,0.27,2019/2020
10,Toby Alderweireld,Toby-Alderweireld,BEL,DF,Tottenham,30,1989,33,33,2957,2,2,0,0,7,0,0.06,0.06,0.12,0.06,0.12,1.1,1.1,1.1,0.03,0.03,0.07,0.03,0.07,2019/2020
11,Trent Alexander-Arnold,Trent-Alexander-Arnold,ENG,DF,Liverpool,20,1998,38,35,3175,4,13,0,0,5,0,0.11,0.37,0.48,0.11,0.48,2.8,2.8,9.9,0.08,0.28,0.36,0.08,0.36,2019/2020
12,Alisson,Alisson,BRA,GK,Liverpool,26,1992,29,29,2543,0,1,0,0,0,1,0,0.04,0.04,0,0.04,0,0,0.5,0,0.02,0.02,0,0.02,2019/2020
13,Dele Alli,Dele-Alli,ENG,MFFW,Tottenham,23,1996,25,21,1847,8,4,1,1,2,0,0.39,0.19,0.58,0.34,0.54,7.1,6.3,2,0.35,0.1,0.44,0.31,0.4,2019/2020
14,Miguel Almirón,Miguel-Almiron,PAR,MFFW,Newcastle Utd,25,1994,36,35,3021,4,2,0,0,5,0,0.12,0.06,0.18,0.12,0.18,6.3,6.3,1.6,0.19,0.05,0.24,0.19,0.24,2019/2020
15,Marcos Alonso,Marcos-Alonso,ESP,DF,Chelsea,28,1990,18,15,1430,4,2,0,0,4,0,0.25,0.13,0.38,0.25,0.38,2,2,2.2,0.13,0.14,0.26,0.13,0.26,2019/2020
16,Steven Alzate,Steven-Alzate,COL,MFDF,Brighton,20,1998,19,12,1188,0,0,0,0,1,0,0,0,0,0,0,1.2,1.2,0.7,0.09,0.05,0.14,0.09,0.14,2019/2020
17,Ibrahim Amadou,Ibrahim-Amadou,FRA,DFMF,Norwich City,26,1993,11,8,759,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.11,0,0.12,0.11,0.12,2019/2020
18,Felipe Anderson,Felipe-Anderson,BRA,MFFW,West Ham,26,1993,25,20,1497,1,4,0,0,1,0,0.06,0.24,0.3,0.06,0.3,2.5,2.5,3.1,0.15,0.19,0.33,0.15,0.33,2019/2020
19,Florin Andone,Florin-Andone,ROU,MFFW,Brighton,26,1993,3,1,73,1,0,0,0,0,1,1.23,0,1.23,1.23,1.23,0.1,0.1,0,0.18,0.06,0.24,0.18,0.24,2019/2020
20,Angeliño,Angelino,ESP,DF,Manchester City,22,1997,6,4,423,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,1.2,0.04,0.26,0.31,0.04,0.31,2019/2020
21,Faustino Anjorin,Faustino-Anjorin,ENG,FW,Chelsea,17,2001,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05,2019/2020
22,Michail Antonio,Michail-Antonio,ENG,FW,West Ham,29,1990,24,19,1768,10,3,1,1,3,0,0.51,0.15,0.66,0.46,0.61,11.7,10.9,2.7,0.59,0.14,0.73,0.56,0.69,2019/2020
23,Stuart Armstrong,Stuart-Armstrong,SCO,MF,Southampton,27,1992,30,19,1715,5,3,0,0,4,0,0.26,0.16,0.42,0.26,0.42,2.9,2.9,1.1,0.15,0.06,0.21,0.15,0.21,2019/2020
24,Kepa Arrizabalaga,Kepa-Arrizabalaga,ESP,GK,Chelsea,24,1994,33,33,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
25,Christian Atsu,Christian-Atsu,GHA,FWMF,Newcastle Utd,27,1992,19,6,749,0,3,0,0,2,0,0,0.36,0.36,0,0.36,0.2,0.2,0.9,0.02,0.11,0.14,0.02,0.14,2019/2020
26,Pierre-Emerick Aubameyang,Pierre-Emerick-Aubameyang,GAB,FW,Arsenal,30,1989,36,35,3136,22,3,2,2,3,1,0.63,0.09,0.72,0.57,0.66,15.8,14.3,2.9,0.45,0.08,0.54,0.41,0.49,2019/2020
27,Serge Aurier,Serge-Aurier,CIV,DF,Tottenham,26,1992,33,31,2700,1,5,0,0,4,1,0.03,0.17,0.2,0.03,0.2,0.6,0.6,2.8,0.02,0.09,0.11,0.02,0.11,2019/2020
28,Jordan Ayew,Jordan-Ayew,GHA,FWMF,Crystal Palace,27,1991,37,37,3148,9,2,0,0,6,0,0.26,0.06,0.31,0.26,0.31,6.5,6.5,1.9,0.18,0.06,0.24,0.18,0.24,2019/2020
29,César Azpilicueta,Cesar-Azpilicueta,ESP,DF,Chelsea,29,1989,36,36,3229,2,6,0,0,1,0,0.06,0.17,0.22,0.06,0.22,2.7,2.7,5.8,0.07,0.16,0.24,0.07,0.24,2019/2020
30,Eric Bailly,Eric-Bailly,CIV,DF,Manchester Utd,25,1994,4,1,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
31,Leighton Baines,Leighton-Baines,ENG,DF,Everton,34,1984,8,4,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.01,0.16,0.17,0.01,0.17,2019/2020
32,Fabián Balbuena,Fabian-Balbuena,PAR,DF,West Ham,27,1991,17,13,1177,1,0,0,0,2,0,0.08,0,0.08,0.08,0.08,1.7,1.7,0,0.13,0,0.13,0.13,0.13,2019/2020
33,George Baldock,George-Baldock,ENG,DF,Sheffield Utd,26,1993,38,38,3420,2,3,0,0,7,0,0.05,0.08,0.13,0.05,0.13,0.9,0.9,2.5,0.02,0.07,0.09,0.02,0.09,2019/2020
34,Phil Bardsley,Phil-Bardsley,SCO,DF,Burnley,34,1985,21,21,1890,0,1,0,0,6,0,0,0.05,0.05,0,0.05,0.2,0.2,0.7,0.01,0.03,0.05,0.01,0.05,2019/2020
35,Ross Barkley,Ross-Barkley,ENG,MF,Chelsea,25,1993,21,13,1103,1,4,0,0,0,0,0.08,0.33,0.41,0.08,0.41,2.2,2.2,2.8,0.18,0.23,0.4,0.18,0.4,2019/2020
36,Ashley Barnes,Ashley-Barnes,ENG,FW,Burnley,29,1989,19,17,1352,6,0,1,1,4,0,0.4,0,0.4,0.33,0.33,5.6,4.8,0.5,0.37,0.03,0.4,0.32,0.35,2019/2020
37,Harvey Barnes,Harvey-Barnes,ENG,MFFW,Leicester City,21,1997,36,24,2083,6,8,0,0,0,0,0.26,0.35,0.6,0.26,0.6,8.7,8.7,3.5,0.38,0.15,0.53,0.38,0.53,2019/2020
38,Chris Basham,Chris-Basham,ENG,DF,Sheffield Utd,31,1988,38,38,3242,0,1,0,0,4,0,0,0.03,0.03,0,0.03,0.5,0.5,1,0.01,0.03,0.04,0.01,0.04,2019/2020
39,Borja Bastón,Borja-Baston,ESP,MFFW,Aston Villa,26,1992,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
40,Michy Batshuayi,Michy-Batshuayi,BEL,FW,Chelsea,25,1993,16,1,239,1,1,0,0,0,0,0.38,0.38,0.75,0.38,0.75,2.2,2.2,0.2,0.84,0.07,0.91,0.84,0.91,2019/2020
41,Jan Bednarek,Jan-Bednarek,POL,DF,Southampton,23,1996,34,34,3057,1,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,0.8,0.8,0.1,0.02,0,0.03,0.02,0.03,2019/2020
42,Héctor Bellerín,Hector-Bellerin,ESP,DF,Arsenal,24,1995,15,13,1158,1,0,0,0,2,0,0.08,0,0.08,0.08,0.08,0.5,0.5,0.3,0.04,0.02,0.06,0.04,0.06,2019/2020
43,Ryan Bennett,Ryan-Bennett,ENG,DF,Wolves,29,1990,11,7,606,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0,0.01,0.01,0,0.01,2019/2020
44,Ryan Bennett,Ryan-Bennett,ENG,DF,Leicester City,29,1990,5,3,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
45,Nabil Bentaleb,Nabil-Bentaleb,ALG,MF,Newcastle Utd,24,1994,12,8,751,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.2,0.01,0.03,0.04,0.01,0.04,2019/2020
46,Christian Benteke,Christian-Benteke,BEL,FW,Crystal Palace,28,1990,24,13,1261,2,1,0,0,4,1,0.14,0.07,0.21,0.14,0.21,5.1,5.1,2.1,0.36,0.15,0.51,0.36,0.51,2019/2020
47,Jóhann Berg Guðmundsson,Johann-Berg-Gudmundsson,ISL,MF,Burnley,28,1990,12,6,621,1,1,0,0,0,0,0.14,0.14,0.29,0.14,0.29,1.1,1.1,0.8,0.16,0.12,0.28,0.16,0.28,2019/2020
48,Sander Berge,Sander-Berge,NOR,MF,Sheffield Utd,21,1998,14,12,943,1,1,0,0,0,0,0.1,0.1,0.19,0.1,0.19,0.5,0.5,0.4,0.04,0.04,0.09,0.04,0.09,2019/2020
49,Steven Bergwijn,Steven-Bergwijn,NED,FWMF,Tottenham,21,1997,14,8,704,3,1,0,0,2,0,0.38,0.13,0.51,0.38,0.51,1.2,1.2,1,0.15,0.13,0.28,0.15,0.28,2019/2020
50,Bernard,Bernard,BRA,MFFW,Everton,26,1992,27,15,1280,3,2,0,0,2,0,0.21,0.14,0.35,0.21,0.35,1.1,1.1,1.9,0.08,0.13,0.21,0.08,0.21,2019/2020
51,Bernardo,Bernardo,BRA,DF,Brighton,24,1995,14,7,679,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.03,0.02,0.06,0.03,0.06,2019/2020
52,Ryan Bertrand,Ryan-Bertrand,ENG,DF,Southampton,29,1989,32,31,2742,1,1,0,0,3,1,0.03,0.03,0.07,0.03,0.07,1.7,1.7,3.6,0.06,0.12,0.17,0.06,0.17,2019/2020
53,Muhamed Bešić,Muhamed-Besic,BIH,MF,Sheffield Utd,26,1992,9,2,250,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.1,0.05,0.03,0.08,0.05,0.08,2019/2020
54,Philip Billing,Philip-Billing,DEN,MF,Bournemouth,23,1996,34,29,2530,1,1,0,0,8,0,0.04,0.04,0.07,0.04,0.07,2.5,2.5,1,0.09,0.04,0.13,0.09,0.13,2019/2020
55,Yves Bissouma,Yves-Bissouma,MLI,MF,Brighton,22,1996,22,15,1259,1,0,0,0,4,0,0.07,0,0.07,0.07,0.07,0.4,0.4,0.1,0.03,0.01,0.04,0.03,0.04,2019/2020
56,Willy Boly,Willy-Boly,CIV,DF,Wolves,28,1991,22,22,1979,0,1,0,0,3,1,0,0.05,0.05,0,0.05,0.3,0.3,0.3,0.01,0.02,0.03,0.01,0.03,2019/2020
57,Gaëtan Bong,Gaetan-Bong,CMR,MFDF,Brighton,31,1988,4,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.23,0.23,0,0.23,2019/2020
58,Sofiane Boufal,Sofiane-Boufal,MAR,MFFW,Southampton,25,1993,20,8,764,0,2,0,0,2,0,0,0.24,0.24,0,0.24,1,1,2.7,0.11,0.32,0.43,0.11,0.43,2019/2020
59,Jarrod Bowen,Jarrod-Bowen,ENG,FW,West Ham,22,1996,13,11,917,1,4,0,0,0,0,0.1,0.39,0.49,0.1,0.49,1.7,1.7,2.2,0.17,0.22,0.38,0.17,0.38,2019/2020
60,Robbie Brady,Robbie-Brady,IRL,MF,Burnley,27,1992,17,5,454,1,2,0,0,1,0,0.2,0.4,0.59,0.2,0.59,1.2,1.2,0.3,0.23,0.06,0.29,0.23,0.29,2019/2020
61,Jarrad Branthwaite,Jarrad-Branthwaite,ENG,DF,Everton,17,2002,4,2,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
62,Claudio Bravo,Claudio-Bravo,CHI,GK,Manchester City,36,1983,4,3,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
63,Armando Broja,Armando-Broja,ALB,FW,Chelsea,17,2001,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
64,David Brooks,David-Brooks,WAL,MF,Bournemouth,22,1997,9,8,506,1,0,0,0,1,0,0.18,0,0.18,0.18,0.18,0.8,0.8,0.4,0.14,0.07,0.21,0.14,0.21,2019/2020
65,Josh Brownhill,Josh-Brownhill,ENG,MF,Burnley,23,1995,10,9,805,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.2,0.04,0.02,0.06,0.04,0.06,2019/2020
66,Emi Buendía,Emi-Buendia,ARG,FWMF,Norwich City,22,1996,36,28,2464,1,7,0,0,6,1,0.04,0.26,0.29,0.04,0.29,2.2,2.2,7.2,0.08,0.26,0.34,0.08,0.34,2019/2020
67,Dan Burn,Dan-Burn,ENG,DF,Brighton,27,1992,34,33,2880,0,0,0,0,5,0,0,0,0,0,0,1.2,1.2,1.2,0.04,0.04,0.08,0.04,0.08,2019/2020
68,Sam Byram,Sam-Byram,ENG,DF,Norwich City,25,1993,17,15,1293,0,0,0,0,4,0,0,0,0,0,0,1.2,1.2,0.5,0.08,0.04,0.12,0.08,0.12,2019/2020
69,Willy Caballero,Willy-Caballero,ARG,GK,Chelsea,37,1981,5,5,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
70,Gary Cahill,Gary-Cahill,ENG,DF,Crystal Palace,33,1985,25,25,2167,0,1,0,0,1,0,0,0.04,0.04,0,0.04,1.3,1.3,0.3,0.05,0.01,0.07,0.05,0.07,2019/2020
71,Dominic Calvert-Lewin,Dominic-Calvert-Lewin,ENG,FW,Everton,22,1997,36,30,2626,13,1,0,0,9,0,0.45,0.03,0.48,0.45,0.48,14.3,14.3,1,0.49,0.03,0.52,0.49,0.52,2019/2020
72,Víctor Camarasa,Victor-Camarasa,ESP,MF,Crystal Palace,25,1994,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
73,João Cancelo,Joao-Cancelo,POR,DF,Manchester City,25,1994,17,13,1208,0,0,0,0,4,0,0,0,0,0,0,0.5,0.5,1.7,0.04,0.13,0.17,0.04,0.17,2019/2020
74,Todd Cantwell,Todd-Cantwell,ENG,FWMF,Norwich City,21,1998,37,30,2489,6,2,0,0,6,0,0.22,0.07,0.29,0.22,0.29,5.8,5.8,2.8,0.21,0.1,0.31,0.21,0.31,2019/2020
75,Étienne Capoue,Etienne-Capoue,FRA,MF,Watford,31,1988,30,30,2627,0,3,0,0,8,0,0,0.1,0.1,0,0.1,0.8,0.8,3.1,0.03,0.11,0.13,0.03,0.13,2019/2020
76,Andy Carroll,Andy-Carroll,ENG,FW,Newcastle Utd,30,1989,19,4,632,0,4,0,0,1,0,0,0.57,0.57,0,0.57,0.9,0.9,1.6,0.13,0.23,0.36,0.13,0.36,2019/2020
77,Jonny Castro,Jonny-Castro,ESP,DF,Wolves,25,1994,35,33,2887,2,2,0,0,4,0,0.06,0.06,0.12,0.06,0.12,1.3,1.3,0.9,0.04,0.03,0.07,0.04,0.07,2019/2020
78,Craig Cathcart,Craig-Cathcart,NIR,DF,Watford,30,1989,29,28,2488,0,0,0,0,7,0,0,0,0,0,0,0.3,0.3,0,0.01,0,0.01,0.01,0.01,2019/2020
79,Dani Ceballos,Dani-Ceballos,ESP,MF,Arsenal,22,1996,24,18,1692,0,2,0,0,1,0,0,0.11,0.11,0,0.11,0.5,0.5,1.9,0.03,0.1,0.13,0.03,0.13,2019/2020
80,Nathaniel Chalobah,Nathaniel-Chalobah,ENG,MF,Watford,24,1994,22,10,930,0,1,0,0,1,0,0,0.1,0.1,0,0.1,0.4,0.4,1.1,0.04,0.11,0.15,0.04,0.15,2019/2020
81,Calum Chambers,Calum-Chambers,ENG,DF,Arsenal,24,1995,14,13,1102,1,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,0.7,0.7,0.7,0.06,0.06,0.11,0.06,0.11,2019/2020
82,Ben Chilwell,Ben-Chilwell,ENG,DF,Leicester City,22,1996,27,27,2373,3,3,0,0,3,0,0.11,0.11,0.23,0.11,0.23,1,1,3.6,0.04,0.14,0.17,0.04,0.17,2019/2020
83,Tahith Chong,Tahith-Chong,NED,FWMF,Manchester Utd,19,1999,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.15,0,0.15,0.15,0.15,2019/2020
84,Hamza Choudhury,Hamza-Choudhury,ENG,MF,Leicester City,21,1997,20,10,893,1,1,0,0,4,1,0.1,0.1,0.2,0.1,0.2,0.5,0.5,0.1,0.05,0.01,0.06,0.05,0.06,2019/2020
85,Andreas Christensen,Andreas-Christensen,DEN,DF,Chelsea,23,1996,21,21,1751,0,0,0,0,5,0,0,0,0,0,0,0.7,0.7,1,0.04,0.05,0.09,0.04,0.09,2019/2020
86,Ciaran Clark,Ciaran-Clark,IRL,DF,Newcastle Utd,29,1989,14,14,1186,2,0,0,0,3,0,0.15,0,0.15,0.15,0.15,1.3,1.3,0,0.1,0,0.1,0.1,0.1,2019/2020
87,Leon Clarke,Leon-Clarke,ENG,FWMF,Sheffield Utd,34,1985,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.85,0,0.85,0.85,0.85,2019/2020
88,Tom Cleverley,Tom-Cleverley,ENG,MF,Watford,29,1989,18,11,971,1,0,0,0,2,0,0.09,0,0.09,0.09,0.09,1.6,1.6,0.5,0.15,0.05,0.2,0.15,0.2,2019/2020
89,Conor Coady,Conor-Coady,ENG,DF,Wolves,26,1993,38,38,3420,0,0,0,0,5,0,0,0,0,0,0,0,0,0.7,0,0.02,0.02,0,0.02,2019/2020
90,Séamus Coleman,Seamus-Coleman,IRL,DF,Everton,30,1988,27,21,1839,0,1,0,0,5,1,0,0.05,0.05,0,0.05,0.7,0.7,0.6,0.03,0.03,0.06,0.03,0.06,2019/2020
91,Aaron Connolly,Aaron-Connolly,IRL,FW,Brighton,19,2000,24,14,1258,3,1,0,0,0,0,0.21,0.07,0.29,0.21,0.29,3.2,3.2,0.3,0.23,0.02,0.25,0.23,0.25,2019/2020
92,Lewis Cook,Lewis-Cook,ENG,MF,Bournemouth,22,1997,27,14,1352,0,0,0,0,5,0,0,0,0,0,0,0.3,0.3,1,0.02,0.06,0.08,0.02,0.08,2019/2020
93,Steve Cook,Steve-Cook,ENG,DF,Bournemouth,28,1991,29,28,2428,1,0,0,0,6,1,0.04,0,0.04,0.04,0.04,0.7,0.7,0.3,0.03,0.01,0.04,0.03,0.04,2019/2020
94,Jack Cork,Jack-Cork,ENG,MF,Burnley,30,1989,30,30,2613,0,0,0,0,1,0,0,0,0,0,0,1.7,1.7,0.7,0.06,0.02,0.08,0.06,0.08,2019/2020
95,Aaron Cresswell,Aaron-Cresswell,ENG,DF,West Ham,29,1989,31,31,2727,3,0,0,0,7,0,0.1,0,0.1,0.1,0.1,1.3,1.3,1.8,0.04,0.06,0.1,0.04,0.1,2019/2020
96,Patrick Cutrone,Patrick-Cutrone,ITA,FW,Wolves,21,1998,12,3,297,2,0,0,0,0,0,0.61,0,0.61,0.61,0.61,2.4,2.4,0,0.72,0.01,0.73,0.72,0.73,2019/2020
97,Diogo Dalot,Diogo-Dalot,POR,DF,Manchester Utd,20,1999,4,1,67,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.24,0,0.24,0.24,0.24,2019/2020
98,Charlie Daniels,Charlie-Daniels,ENG,DF,Bournemouth,32,1986,2,2,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.06,0.06,0,0.06,2019/2020
99,Scott Dann,Scott-Dann,ENG,DF,Crystal Palace,32,1987,16,14,1266,0,1,0,0,0,0,0,0.07,0.07,0,0.07,0.4,0.4,0.4,0.03,0.03,0.06,0.03,0.06,2019/2020
100,Kevin Danso,Kevin-Danso,AUT,DF,Southampton,20,1998,6,3,277,0,1,0,0,2,1,0,0.32,0.32,0,0.32,0.1,0.1,0.2,0.04,0.06,0.1,0.04,0.1,2019/2020
101,Ben Davies,Ben-Davies,WAL,DF,Tottenham,26,1993,18,16,1431,0,0,0,0,6,0,0,0,0,0,0,0.2,0.2,0.6,0.01,0.04,0.05,0.01,0.05,2019/2020
102,Tom Davies,Tom-Davies,ENG,MF,Everton,21,1998,30,23,2027,1,0,0,0,8,0,0.04,0,0.04,0.04,0.04,2,2,0.3,0.09,0.01,0.1,0.09,0.1,2019/2020
103,Keinan Davis,Keinan-Davis,ENG,FW,Aston Villa,21,1998,18,4,548,0,0,0,0,0,0,0,0,0,0,0,1.9,1.9,0.2,0.31,0.03,0.34,0.31,0.34,2019/2020
